Diord_H,Diord_C,Nealb_H,Nealb_C,Necin_H,Necin_C,Nemex_H,Nemex_C,Peboy_H,Peboy_C,Pecri_H,Pecri_C,Peman_H,Peman_C,Petru_H,Petru_C,Peflavu_H,Peflavu_C,Remeg_H,Remeg_C,Zahud_H,Zahud_C,Zapri_H,Zapri_C,Nocra_H,Nocra_C,Socin_H,Socin_C,Somer_H,Somer_C,Somon_H,Somon_C,Sonan_H,Sonan_C,Sopal_H,Sopal_C,Mygap_H,Mygap_C,Milon_H,Milon_C,Mimog_H,Mimog_C,Mimon_H,Mimon_C,Phint_H,Phint_C,Amleu_H,Amleu_C,Calat_H,Calat_C,Mafla_H,Mafla_C,Otvar_H,Otvar_C,Scabe_H,Scabe_C,Tahud_H,Tahud_C,Tamin_H,Tamin_C,Taqua_H,Taqua_C,Taruf_H,Taruf_C,Xespi_H,Xespi_C
,,,,,,,,,,,,2115,1494,,1725,,,,,,,,,,,,,,,,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,2338,,,,,,
,,,,,,,,,,,,2115,1494,,1725,,,,,,,,,,,,,,,,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,2338,,,,,,
,,,,,,,,,,,,2115,1494,,1725,,,,,,,,,,,,,,,,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,2338,,,,,,
,,,,,,,,,,,,2123,1494,,1725,,,,,,,,,,,,,,,,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,2338,,,,,,
,,,,,,,,,,,,2123,1494,,1725,,,,,,,,,,,,,,,,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,3359,2338,,,,,,
,,,,,,,,,,,,2123,1494,,1725,,,,,,,,,,,,,,,,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,3407,2338,,,,,,
,,,,,,,,,,,,2133,1494,,1725,,,,,,,,,,,,,,,,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,3407,2338,,,,,,
,,,,,,,,,,,,2133,1494,,1725,,,,,,,,,,,,,,,,3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,,,,,,
,,,,,,,,,,,,2133,1501,,1725,,,,,,,,,,,,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,,,,,,
,,,,,,,,,,,,2133,1503,,1725,,,,,,,,,,,,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,,,,,,
,,,,,,,,,,,,2133,1503,,1725,,,,,,,,,,,,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1503,,1725,,,,,,,,,,,,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1504,,1725,,,,,,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1506,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1512,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1512,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1513,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,,,,,,
,,,,,,,,,,,,2133,1514,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,,,,,,
,,,,,,,,,,,,2133,1515,,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1515,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1519,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1519,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1519,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,,,,,,
,,,,,,,,,,,,2133,1519,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1712,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1712,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1713,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1713,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1713,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1713,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1716,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1716,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1716,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1716,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1719,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1719,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,
,,,,,,,,,,,,2133,1723,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,,,,,,
,,,,,,,,,,,,2133,1723,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,,,,,,
,,,,,,,,,,,,2133,1723,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,,,,,,
,,,,,,,,,,,,2133,1723,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,,,,,,
,,,,,,,,,,,,2133,1723,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348,,,,,,
,,,,,,,,,,,,2133,1723,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1725,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1726,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1726,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1726,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1727,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1727,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1749,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1750,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1750,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1753,,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1754,,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,,,,,,
,,,,,,,,,,,,2133,1757,,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,,,,,,
,,,,,,,,,,,,2133,1757,,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1790,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1790,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1790,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1790,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2133,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2134,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,,,,,,
,,,,,,,,,,,,2134,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1793,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1796,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1798,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2134,1799,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1799,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1799,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2149,1800,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1800,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1801,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1801,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1805,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1808,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1808,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1808,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,,,,,,
,,,,,,,,,,,,2233,1808,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2233,1808,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2233,1812,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2233,1813,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2282,1813,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2282,1813,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2282,1813,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2282,1813,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2285,1813,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2285,1813,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2285,1813,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1815,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1816,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1816,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
,,,,,,,,,,,,2292,1816,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,,,,,
