Species,Elev,A_CO,A_FR,A_SJ,BC_CO,BC_FR,BC_SJ,D_CO,D_FR,D_SJ
Rmon,3100,0,0,0,0,0,0,0,0,0
Rmon,3200,0,0,0,0,0,0,0,0,0
Rmon,3300,0,0,0,0,0,0,0,0,0
Rmon,3400,0,0,0,0,0,0,0,0,0
Rmon,3500,0,0,0,0,0,0,0,0,0
Rmon,3600,0,0,0,0,0,0,0,0,0
Rmon,3700,0,0,0,0,0,0,0,0,0
Rmon,3800,0,0,0,0,0,0,0,0,0
Rmon,3900,0,0,0,0,0,0,0,0,0
Rmon,4000,0,0,0,0,0,0,0,0,0
Rmon,4100,0,0,0,0,0,0,0,0,0
Rmon,4200,0,0,0,0,0,0,0,0,0
Rmon,4300,0,0,0,0,0,0,0,0,0
Zhud,1000,0,0,0,0,0,0,0,0,0
Zhud,1100,0,0,0,0,0,0,0,0,0
Zhud,1200,0,0,0,0,0,0,0,0,0
Zhud,1300,0,0,0,0,0,0,0,0,0
Zhud,1400,1,0,0,0,0,0,0,0,0
Zhud,1500,0,6,0,0,0,0,0,0,0
Zhud,1600,4,26,0,0,12,0,0,0,0
Zhud,1700,0,0,0,23,0,0,1,0,0
Zhud,1800,0,0,0,8,2,1,0,0,0
Zhud,1900,0,0,0,31,0,0,2,1,0
Zhud,2000,0,0,0,32,1,1,2,0,0
Zhud,2100,0,0,0,6,0,0,1,0,0
Zhud,2200,0,0,0,2,0,0,0,0,0
Zhud,2300,0,0,0,14,0,0,0,0,0
Zhud,2400,0,0,0,0,0,0,0,0,0
Zhud,2500,0,0,0,0,0,0,0,0,0
Zhud,2600,0,0,0,0,0,0,0,0,0
Zhud,2700,0,0,0,0,0,0,0,0,0
Zhud,2800,0,0,0,0,0,0,0,0,0
Zhud,2900,0,0,0,0,0,0,0,0,0
Zhud,3000,0,0,0,0,0,0,0,0,0
Zhud,3100,0,0,0,0,0,0,0,0,0
Zhud,3200,0,0,0,0,0,0,0,0,0
Zhud,3300,0,0,0,0,0,0,0,0,0
Zhud,3400,0,0,0,0,0,0,0,0,0
Zhud,3500,0,0,0,0,0,0,0,0,0
Zhud,3600,0,0,0,0,0,0,0,0,0
Zhud,3700,0,0,0,0,0,0,0,0,0
Zhud,3800,0,0,0,0,0,0,0,0,0
Zhud,3900,0,0,0,0,0,0,0,0,0
Zhud,4000,0,0,0,0,0,0,0,0,0
Zhud,4100,0,0,0,0,0,0,0,0,0
Zhud,4200,0,0,0,0,0,0,0,0,0
Zhud,4300,0,0,0,0,0,0,0,0,0
Zpri,1000,0,0,0,0,0,0,0,0,0
Zpri,1100,0,0,0,0,0,0,0,0,0
Zpri,1200,0,0,0,0,0,0,0,0,0
Zpri,1300,0,0,0,0,0,0,0,0,0
Zpri,1400,2,0,0,0,0,0,0,0,0
Zpri,1500,0,0,0,0,0,0,0,0,0
Zpri,1600,0,0,0,2,0,0,0,0,0
Zpri,1700,1,0,0,0,0,0,0,0,0
Zpri,1800,9,0,0,8,0,0,0,0,0
Zpri,1900,1,0,0,4,0,0,0,0,0
Zpri,2000,3,3,2,4,0,0,0,0,3
Zpri,2100,2,10,8,1,0,0,0,0,0
Zpri,2200,20,3,0,6,0,0,0,0,0
Zpri,2300,23,3,0,12,1,0,2,0,0
Zpri,2400,21,5,3,39,15,0,0,20,7
Zpri,2500,25,24,0,4,0,1,2,0,0
Zpri,2600,25,5,2,5,0,0,7,2,3
Zpri,2700,88,6,0,2,1,0,8,0,0
Zpri,2800,139,27,3,6,4,0,1,18,0
Zpri,2900,111,1,0,11,0,0,15,12,0
Zpri,3000,56,7,4,10,0,0,19,22,5
Zpri,3100,96,1,1,0,0,0,3,15,0
Zpri,3200,24,9,0,0,0,0,6,0,2
Zpri,3300,15,1,1,0,0,0,2,0,0
Zpri,3400,19,1,1,1,0,0,0,0,10
Zpri,3500,6,0,0,0,0,0,0,0,0
Zpri,3600,4,0,0,0,0,0,0,0,0
Zpri,3700,0,0,0,0,0,0,0,0,0
Zpri,3800,0,0,0,0,0,0,0,0,0
Zpri,3900,0,0,0,0,0,0,0,0,0
Zpri,4000,0,0,0,0,0,0,0,0,0
Zpri,4100,0,0,0,0,0,0,0,0,0
Zpri,4200,0,0,0,0,0,0,0,0,0
Zpri,4300,0,0,0,0,0,0,0,0,0
